name,description,location,type,text_for_embedding,embedding_model,embedding,x,y,cluster,cluster_label,reducer
Hop Aero,Rocket cargo delivery to contested environments,"Los Angeles, CA, USA",Industrials Defense,"Rocket cargo delivery to contested environments. Sector: Industrials Defense. Location: Los Angeles, CA, USA",sentence-transformers/all-MiniLM-L6-v2,"[0.0810923, -0.0185496, -0.0057733, -0.0159111, 0.0596342, 0.0463075, -0.0115693, 0.0156492, -0.112191, 0.0543197, 0.0161647, 0.0110419, 0.0657866, 0.0633622, -0.0150154, 0.0256181, 0.0722971, -0.0763216, -0.0449588, -0.0408207, 0.0135425, -0.0226627, 0.0043541, 0.0256514, -0.0212662, 0.0449003, -0.0433428, 0.0588573, -0.0912357, -0.0536601, -0.0177006, 0.0070946, -0.0670792, 0.1213149, 0.1004443, 0.0607534, -0.004483, -0.0319606, 0.0713707, -0.0179052, -0.0034709, -0.0525162, -0.0298037, 0.0178417, -0.0374785, -0.0924032, 0.0168005, -0.0633692, 0.0314978, -0.0088113, 0.0208141, -0.0140746, 0.0035802, 0.0297415, -0.0472906, -0.0277882, 0.0445334, 0.0506069, 0.0121315, -0.0014949, 0.0145588, -0.0261525, -0.0082949, -0.0129685, -0.0345979, -0.0125599, -0.0031316, 0.0809569, -0.0370732, -0.0569755, 0.0502142, 0.0421931, -0.005785, 0.0136574, 0.0904946, -0.0320511, 0.0447402, 0.07249, 0.0803415, -0.062823, 0.0996729, -0.0147058, -0.1340243, 0.0159244, -0.1307234, -0.0109472, 0.0134922, 0.0142759, 0.1265971, -0.0039242, -0.0734833, -0.0514685, 0.1208507, 0.0589439, -0.0397764, 0.0129033, 0.0058412, -0.0079647, 0.0068664, -0.0256741, 0.0495518, -0.0099988, -0.0364181, -0.0537266, -0.0894068, -0.0337308, -0.1031477, 0.0203246, -0.0424596, -0.0027982, 0.058743, 0.0060633, -0.0662393, 0.0030323, -0.0926714, 0.0256817, -0.0138292, -0.0349476, 0.002718, -0.1140725, -0.022102, -0.0574001, 0.0512792, 0.0228948, -0.0174031, -0.0081684, -0.0726394, -0.0, -0.0876541, -0.0750551, -0.0218323, 0.0674242, 0.0105105, -0.0931309, -0.0169952, 0.0532257, -0.0019054, -0.0357336, -0.073664, 0.0430664, -0.0092843, 0.0479458, 0.0516722, -0.0344075, -0.0051238, 0.0045364, -0.0331421, -0.0398681, -0.0709907, -0.0308535, -0.039428, 0.024787, 0.0536313, 0.0047387, -0.0199704, -0.0017425, 0.0094447, 0.0499477, -0.0685249, 0.1195965, 0.0432164, 0.0498228, 0.0491474, 0.0618407, 0.0045258, -0.0157795, -0.0389705, 0.0076822, -0.0534232, -0.0197641, -0.0248783, 0.0673489, 0.0751534, 0.0008076, 0.0432066, -0.0184362, -0.0094187, -0.0148566, -0.0812202, 0.0707935, 0.0846663, -0.0789303, 0.0555892, -0.0658284, 0.0013653, -0.0168955, 0.0494879, 0.0296485, -0.0117547, 0.1222844, 0.0147981, 0.0475104, -0.0141768, -0.0625898, 0.0037017, 0.0266337, 0.0374429, 0.0532542, 0.0382033, 0.0181471, 0.0761147, 0.045586, 0.0275313, -0.0195166, -0.0368171, 0.0974238, 0.0159114, -0.055758, -0.058056, -0.0112683, 0.0198257, 0.0788983, 0.0484555, -0.0756816, -0.0022744, -0.0401707, -0.0097693, 0.026824, -0.1814323, -0.0443508, 0.0003402, 0.0737511, 0.0340159, 0.0, 0.0836158, 0.0519765, -0.0263271, 0.0200998, -0.0392567, 0.0149676, 0.0457759, -0.0413732, 0.0026942, 0.0882144, -0.2017488, 0.022892, 0.0895499, 0.0100041, 0.008571, -0.05774, 0.0677633, -0.0210189, -0.0486775, -0.0476591, 0.0283449, -0.0807, -0.0580611, 0.038894, -0.018253, 0.0101085, -0.015948, -0.0044811, -0.0491522, -0.0008794, 0.0024713, -0.0046107, 0.0190818, 0.0009433, -0.0632057, 0.0407126, 0.037134, -0.0002774, 0.0523482, -0.1190914, -0.0359839, -0.0741307, -0.0072184, 0.0584741, -0.085222, -0.0423055, -0.0011005, 0.0034631, 0.0613009, -0.0003276, 0.021065, 0.0327798, -0.0507668, 0.0022234, 0.00604, 0.0592311, -0.0037469, 0.0270735, -0.0193823, 0.0046489, 0.0519713, 0.0310747, -0.0156885, 0.0295032, -0.0391138, -0.0321034, 0.0735411, 0.0216689, -0.0070654, 0.0204389, 0.077787, 0.071205, 0.0028358, 0.0538732, -0.041423, -0.0246073, 0.0067568, 0.0622127, -0.0061598, 0.0716717, 0.1099027, -0.0733116, -0.0579125, 0.0502157, 0.0354781, 0.093604, 0.0411755, -0.0353968, 0.0056147, -0.0171717, -0.0598309, -0.0321687, -0.0960716, -0.0130859, -0.0153509, -0.0, 0.0500529, 0.0239118, -0.0009, 0.0103809, -0.0981772, 0.0402941, 0.0044247, 0.0562063, 0.0123489, -0.0037864, -0.043747, -0.0562996, -0.0341113, 0.0608156, -0.0928857, -0.0025289, -0.0217209, 0.070969, -0.0910902, -0.0775266, -0.0002367, 0.0208366, -0.0140313, 0.0203769, -0.0258555, 0.0186189, -0.0215577, -0.057851, 0.0685018, 0.0004203, -0.0404972, -0.0158032, -0.0809156, -0.0497159, 0.0010538, 0.0098044, 0.0701992, 0.001268, -0.0102474, -0.0410007, -0.0317008, -2.9e-06, -0.0144088, 0.0042823, 0.0400691, -0.0132002, -0.1260737, 0.018777, -0.0400953, 0.0578965, 0.0269007, -0.0355901, -0.0587192, 0.0917112, 0.0236173, -0.0060537, -0.0168093, -0.0763511, 0.0180149, 0.0844087, 0.0213903, 0.0042314, 0.0052689, 0.0668828]",6.014089,10.645809,2,Defense / Drones / Defence / Defence Defense,umap
Ploy,Ploy turns your website into your company's growth engine.,"San Francisco, CA, USA",B2B,"Ploy turns your website into your company's growth engine.. Sector: B2B. Location: San Francisco, CA, USA",sentence-transformers/all-MiniLM-L6-v2,"[0.0015789, -0.0448063, -0.0146023, -0.0048018, 0.0540223, -0.0061907, -0.0671293, -0.0154877, -0.0281102, -0.0358649, 0.0273167, 0.0216048, 0.0087576, -0.0383411, -0.0071238, 0.0712096, 0.0007605, -0.0062424, 0.0260467, -0.103135, 0.0482694, -0.0247663, 0.0124821, -0.0336562, 0.0091105, 0.0104641, -0.0348791, 0.0956687, 0.0792612, -0.1200614, -0.0193874, 0.0852481, 0.0685637, 0.0158566, 0.050102, 0.0410131, -0.0110954, -0.0068768, 0.0241825, 0.02466, 0.0480517, 0.0122661, -0.0179234, 0.0423605, 0.0430724, -0.0259564, 0.0328544, 0.0506989, -0.0209783, -0.0175532, -0.0442474, -0.0809543, 0.0009128, 0.0223807, -0.0263476, 0.0556605, -0.0064039, 0.025598, -0.0196805, -0.0857872, 0.0183527, 0.0099457, 0.0763047, 0.0269548, 0.0585731, 0.048671, -0.0448633, 0.0031121, -0.0926905, -0.098659, 0.0559146, -0.0733023, -0.0684189, 0.048649, 0.0334291, -0.0559687, 0.0115981, 0.0893789, 0.0877532, -0.0327857, 0.0054045, -0.0573171, -0.0337474, 0.0916652, -0.1365571, -0.0046514, 0.0753593, -0.0245381, 0.0287563, 0.0205959, 0.0053681, 0.0376556, 0.0287953, 0.0439327, -0.1448005, 0.0508197, -0.10393, -0.0673094, 0.0259651, 0.0273298, -0.0164232, -9.69e-05, -0.0102047, -0.0288791, -0.0962286, -0.0017964, -0.0319257, 0.1369171, 0.0915628, 0.0477842, 0.0127476, 0.1209585, -0.0412381, 0.0249547, -0.0131624, -0.036833, -0.0404373, 0.0238678, 0.0602969, -0.0419046, 0.062638, 0.1451667, -0.1009226, -0.0598016, -0.0680623, -0.1113488, -0.1021889, -0.0, -0.0018675, 0.0658551, 0.0499996, 0.0185307, -0.028109, -0.0076648, -0.0070521, 0.0255883, -0.0909381, -0.04149, -0.0052263, 0.0231504, 0.0201597, 0.0094953, 0.069138, -0.1022122, 0.0514237, 0.0636409, 0.1060424, -0.0449491, 0.0489352, -0.0323269, -0.0399503, 0.01837, 0.0130131, 0.0545631, 0.0104999, 0.0945453, 0.025668, 0.0299014, 0.0789097, -0.0353263, -0.0599988, -0.0413976, -0.0081829, -0.0725109, -0.0190546, -0.0496396, -0.0259388, 0.0479658, -0.0480786, 0.0044854, -0.0993366, 0.0527085, 0.0093871, 0.0025141, 0.0290149, -0.044676, 0.1049091, 0.003865, -0.0457339, -0.008166, 0.0838067, 0.0711754, -0.0053382, 0.0711656, -0.0347103, -0.0887399, -0.0059569, -0.0163642, 0.0509026, -0.0206362, -0.0568455, -0.0085441, -0.0678526, -0.0360829, 0.0447599, 0.0546562, 0.0707005, -0.0151265, 0.0711685, 0.0231837, 0.0563958, 0.0557506, -0.1018617, -0.0661721, -0.0589015, 0.0935853, -0.0062121, 0.0061434, 0.0348807, 0.004776, 0.0082676, -0.0406311, 0.0341744, -0.0291402, 0.0377538, -0.0556724, -0.0044488, 0.0577149, -0.0813072, 0.0087338, -0.0287014, 0.0577556, -0.0202362, 0.0, -0.0256155, -0.0743029, 0.0390504, 0.0292107, -0.0089845, -0.0245663, 0.066619, 0.0195436, 0.0533422, 0.080135, -0.0710424, 0.0388803, -0.0168555, -0.0181167, -0.0524874, 0.0497431, 0.077686, -0.0454193, -0.057926, -0.0320044, 0.0054073, -0.0015897, -0.0441657, 0.040999, 0.0583043, 0.0417258, -0.06436, 0.0625983, 0.0278086, 0.0252132, -0.0050183, 0.0017713, -0.0619025, 0.0278146, -0.0347405, 0.0282728, -0.0744638, -0.0058815, 0.0237577, -0.0169107, -0.0713062, 0.0271525, 0.0026847, 0.031734, -0.0667919, 0.0194565, 0.019264, -0.002418, 0.0254413, -0.0458819, 0.0103966, 0.0848415, 0.0026401, -0.0062797, -0.0477097, 0.0730279, -0.0169657, 0.0231747, -0.0674108, -0.0009954, -0.0092578, 0.0168542, -0.0401082, 0.0363592, -0.0133874, -0.0080071, 0.0463015, 0.0180304, -0.0352916, -0.0615472, 0.058601, 0.0373773, 0.0037359, 0.0221617, -0.1389502, 0.0338633, 0.0508175, 0.006768, -0.016469, 0.0111972, 0.0325779, 0.059037, 0.0424923, 0.0034339, -0.0469142, -0.0914236, 0.0023879, -0.0503571, -0.0385394, -0.0277263, -0.1446392, -0.010737, -0.0995485, 0.0743436, 0.0424429, -0.0, -0.022548, -0.0185533, 0.0220913, 0.0789824, 0.0240785, -0.0595157, -0.0199938, 0.0762783, 0.0193745, -0.0616956, -0.1177914, -0.0288985, -0.0034852, 0.0791688, -0.0178495, 0.0113678, -0.0409199, 0.0088823, 0.0053704, -0.1038627, -0.0072102, 0.0289701, 0.0341767, -0.0151745, 0.0462907, -0.0323975, -0.0754104, 0.0317799, -0.0626423, -0.0246893, 0.0227482, 0.0330497, 0.0305347, -0.0227797, 0.0381329, 0.0242803, -0.0869551, 0.0007554, -0.0500922, -0.0317264, 0.0256376, 0.0335411, 0.101018, 0.0138227, -0.0243149, -0.0810087, -0.086684, 0.0237848, 0.0384612, -0.0987535, 0.0186181, -0.0325714, -0.0193375, 0.0361374, 0.0060741, 0.0190968, -0.0049679, -0.0310219, -0.0085668, 0.0654501, 0.0362344, -0.0367394, 0.0250838, 0.0097477]",2.8054402,11.100178,0,Infrastructure / Your / Engineering / Design,umap
Cerenovus,Aggregate company knowledge and make inferences,"San Francisco, CA, USA",B2B,"Aggregate company knowledge and make inferences. Sector: B2B. Location: San Francisco, CA, USA",sentence-transformers/all-MiniLM-L6-v2,"[0.1009154, -0.0801851, -0.013906, 0.0248237, 0.0046719, 0.0406203, -0.0255485, 0.0239837, 0.0030599, -0.0213789, 0.0099099, -0.0136551, 0.0151426, -0.0092667, -0.0160334, 0.0555625, 0.0328618, -0.0494593, 0.0094352, -0.1323667, 0.0073991, -0.1059034, -0.0036488, -0.0263636, 0.0698578, 0.0153475, 0.0109621, 0.0514595, 0.027596, -0.1184676, -0.0648813, 0.1264349, 0.1306985, 0.0017887, 0.1296953, -0.0129285, 0.0278637, 0.0810917, 0.0455902, -0.004428, 0.0009117, 0.0157826, -0.0110777, -0.0048406, -0.016506, 0.0507202, 0.0469327, 0.0449579, -0.039792, 0.0994921, -0.0295881, -0.0493405, 0.0377362, 0.0526713, 0.0364245, 0.0758212, -0.0898478, -0.016614, -0.058423, 0.0144415, -0.0037339, -0.0548708, -0.0236579, 0.0359252, 0.050196, 0.058934, -0.0691652, 0.0985861, -0.1082352, -0.1194785, 0.0351603, -0.0669037, -0.1044245, -0.0197483, -0.0011223, 0.0116923, 0.0469793, 0.0244301, 0.0957366, -0.1043828, -0.0345866, -0.0005314, -0.058372, 0.0614419, -0.0830719, -0.0144266, 0.0532109, 0.0294859, -0.0464381, 0.0301142, -0.0020682, -0.0330854, 0.0339316, -0.0166412, -0.0057774, 0.0521454, -0.0286689, -0.0361109, 0.0993704, 0.0239336, 0.0081855, 0.0571107, -0.0096264, -0.0411989, -0.1228236, -0.0173181, -0.0353133, 0.075316, 0.1181405, 0.0389816, -0.0151358, 0.0491921, -0.0637781, -0.0029851, -0.0363531, -0.063481, 0.0271348, 0.0614614, -0.0071433, -0.1418619, -0.0149674, 0.072289, -0.0058728, -0.0333103, -0.0287123, -0.0042034, -0.0914926, -0.0, 0.0573661, 0.016494, 0.0592612, 0.0415386, -0.026589, 0.0076797, -0.0023397, 0.0544211, -0.0337803, 0.0068939, -0.036167, -0.0181833, 0.0334119, -0.0606543, 0.0780898, 0.0382758, 0.0215967, 0.0313642, -0.0129802, -0.0343741, 0.0180152, 0.0474956, -0.0792296, 0.0574242, -0.0042007, -0.052255, 0.0375329, 0.1032937, -0.0154818, 0.0077658, 0.0349, 0.0082662, -0.0232859, 0.0284944, -5.4e-06, -0.0210034, -0.0473737, -0.0591452, -0.0014772, 0.0263794, -0.0516546, 0.001741, -0.0204862, 0.0067269, -0.0222063, -0.0022922, 0.0197949, -0.0048982, 0.0844314, 0.055905, -0.0751363, -0.0142869, 0.1104978, -0.0510401, 0.1053203, 0.0939428, -0.0751816, -0.0761722, 0.0769125, 0.063917, -0.0446103, 0.0503459, -0.0240403, 0.0073059, -0.0225807, 0.0878247, 0.0055855, 0.0397793, 0.0638389, 0.0219189, 0.0506473, -0.0596909, 0.0042776, -0.0109365, -0.0318339, -0.0138808, -0.1001878, 0.0939148, 0.0165121, 0.0032468, -0.0147212, 0.003023, 0.0514537, -0.0016907, 0.0542048, 0.0555442, 0.1157646, -0.0719083, -0.0068867, 0.0763111, -0.1387459, 0.0093855, -0.042482, 0.1312672, 0.0097161, 0.0, -0.029936, 0.0320006, 0.0280303, -0.037179, -0.0121279, 0.0075787, 0.035579, -0.0471031, 0.0177811, 0.0036457, -0.1023631, 0.015212, -0.0235115, 0.0088015, -0.0645163, 0.035522, 0.0589767, -0.0703172, 0.0184582, -0.0025919, -0.0566462, -0.0455281, -0.0257516, 0.050944, 0.0699656, 0.0308916, -0.0831536, -0.0213139, -0.0094522, 0.0743258, -0.0061335, -0.0802908, -0.0459378, 0.0501897, -0.0847262, -0.033969, -0.0558238, -0.0730263, 0.0101562, -0.0692498, -0.0698739, -0.0401973, -0.0470296, -0.0241606, -0.033712, -0.0394833, 0.0528721, -0.0244552, 0.0400402, -0.0562163, 0.0031263, 0.0433505, 0.0006003, 0.0218017, -0.0435113, 0.0167923, 0.0884502, -0.0008677, -0.0423721, -0.0487989, 0.0475996, -0.0016917, 0.0036627, 0.0896911, 0.0128785, -0.0044175, 0.0160155, -0.0037515, -0.0526631, -0.0786348, -0.0173484, 0.0119341, -0.0149016, 0.0146028, -0.0175082, 0.0729779, 0.0155727, -0.0467095, -0.0804507, 0.0010395, -0.0089045, 0.0214827, 0.03955, 0.0645235, -0.043571, 0.0196299, 0.0240467, -0.0159032, -0.000408, 0.0203611, -0.1639813, -0.0243187, -0.0518244, 0.0218609, -0.0287978, -0.0, -0.0577493, 0.0061702, 0.0354924, 0.0443886, 0.0221646, -0.0524111, -0.0422387, 0.0749763, -0.0115149, 0.0571145, -0.0690453, -0.0178157, -0.0728563, 0.0049667, -0.0477578, 0.0087179, -0.0082168, 0.0201029, -0.0163542, -0.0476716, 0.0327463, 0.0224319, 0.0068713, 0.0068127, 0.0609888, -0.0177064, -0.0299274, 0.0192764, 0.0170627, 0.0280335, 0.0090364, -0.0237891, 0.055694, -0.0925884, 0.0675949, -0.0500668, 0.005432, 0.0141983, 0.0188646, -0.0465679, -0.0356994, 0.0218152, -0.0154618, 0.0878469, 0.0301245, -0.0536634, -0.077618, 0.0267136, -0.0412562, 0.0288495, 0.0380224, -0.0115254, 0.0141594, 0.0328551, 0.0233627, -0.0334051, 0.0251602, -0.0645423, -0.0110933, -0.0385331, 0.0843958, -0.0689876, -0.0129712, 0.048784]",3.1299393,11.396483,0,Infrastructure / Your / Engineering / Design,umap
River Markets,Prime brokerage for prediction markets,"San Francisco, CA, USA",Fintech,"Prime brokerage for prediction markets. Sector: Fintech. Location: San Francisco, CA, USA",sentence-transformers/all-MiniLM-L6-v2,"[0.075532, -0.0826959, -0.0290759, 0.0442869, 0.0292077, -0.016097, 0.0167744, 0.0640494, -0.0195999, -0.0071748, -0.0922179, 0.0180601, -0.0178883, -0.0059066, -0.0307657, -0.063946, 0.0210318, -0.0252874, 0.034307, -0.0323369, 0.0168633, -0.0606199, -0.0332449, -0.0287475, 0.0677457, -0.0419103, 0.0901927, 0.0517715, -0.0659347, -0.0692621, -0.0586539, -0.0065575, 0.0158066, 0.0328037, 0.0267097, 0.0007684, -0.0466659, 0.0477483, 0.0393539, -0.0177347, 0.0929497, -0.0331239, -0.0306586, 0.0089614, 0.0390221, -0.0187763, 0.0381784, 0.0134721, 0.0234084, -0.0035242, -0.1261065, -0.0419041, 0.0119988, 0.0262004, -0.0289887, 0.0370806, 0.0416732, -0.0647726, -0.0067379, -0.0593619, -0.0163228, -0.0407504, -0.0296714, 0.0178694, 0.0526177, 0.0345567, 0.0488212, 0.1120708, -0.0136381, -0.1399121, 0.0133605, -0.0739862, -0.0656828, 0.0337574, 0.0517904, -0.0144639, 0.0949561, 0.0573203, 0.0592817, -0.0075197, 0.0357666, -0.0533967, -0.0112872, 0.0326105, -0.0793161, -0.0114814, -0.0224875, 0.0361677, 0.0296933, -0.0258783, 0.014372, 0.0076156, -0.0076431, 0.0138707, 0.0022786, 0.0281902, -0.0735198, -0.0693969, 0.0593401, 0.0263351, 0.0044752, 0.0002367, -0.0893589, -0.018384, -0.0797297, -0.0313224, -0.013316, 0.0216744, 0.0488665, -0.018248, -0.0428568, 0.0699238, -0.0253607, -0.0690207, -0.043028, 0.0180445, -0.025516, 0.0282603, 0.0258394, 0.0052686, -0.052486, 0.0817771, -0.0287961, -0.0626243, -0.035358, -0.0112356, -0.1277889, -0.0, -0.0865338, 0.0513387, 0.0575784, 0.0072658, -0.0207337, 0.0332557, 0.0260645, -0.0676019, -0.0620483, -0.0285362, 0.0030904, -0.0325665, -0.0687792, 0.0286794, -0.0319734, -0.0366637, 0.052233, 0.0202301, -6.37e-05, -0.0271121, -0.0075549, 0.0523536, -0.0586389, -0.0383845, 0.0412458, 0.0293908, -0.0082291, 0.0191978, 0.1082842, 0.0275349, -0.0518797, 0.0420891, -0.0422634, 0.0756096, 0.0226748, 0.0103495, -0.0297201, -0.0523479, -0.0289435, 0.0556596, -0.0946909, 0.0343902, -0.0302429, -0.065172, -0.0065075, 0.0109773, -0.020692, 0.0008949, 0.0432344, -0.0307659, -0.0816815, 0.031403, 0.005691, -0.058877, 0.0260026, 0.0405459, -0.0089202, -0.1129296, -0.0325972, -0.0044156, 0.0051297, 0.0111223, -0.0564608, -0.0666282, -0.0871889, 0.0986625, -0.0118697, 0.0779645, 0.0176502, 0.0924809, 0.0364843, -0.0048035, 0.1462497, 0.0112516, -0.00092, 0.0032337, -0.0940203, 0.0859657, 0.0430154, 0.029291, 0.0341701, 0.0046419, -0.0063593, 0.1385316, 0.0552741, 0.0149385, 0.0338852, 0.020476, 0.0206956, 0.0076423, -0.1192882, 0.017883, 0.03725, 0.1004137, -0.0367073, -0.0, -0.0471985, -0.0193914, -0.0138274, 0.085493, -0.0375987, -0.0268025, -0.0771641, -0.0425292, 0.021523, 0.0412876, -0.0502745, -0.0154558, 0.0780746, -0.0468386, -0.0807016, 0.0037757, -0.0374874, -0.0368651, -0.0145009, -0.0881496, 0.0394194, -0.0149653, -0.0774003, 0.0608703, 0.0397412, -0.0986688, -0.0202799, 0.1203456, -0.0299808, 0.0184549, -0.0809002, -0.0478489, 0.0175241, 0.00936, -0.1144812, 0.0821938, -0.0022141, 0.0243535, 0.0181566, 0.0562742, 0.0092069, -0.0950137, 0.0037005, -0.0367269, -0.0336829, 0.0282146, 0.072368, 0.0158731, 0.1850187, -0.0174363, -0.0039615, 0.086094, 0.0294794, -0.0317668, -0.0822394, 0.0878991, 0.0550576, 0.0354381, 0.0580903, -0.0074905, -0.0023527, 0.0591712, 0.0849005, 0.1227657, -0.00407, -0.0577285, 0.0017187, -0.0344091, -0.0011108, -0.05309, 0.0539617, 0.0064363, 0.0427894, 0.0355144, -0.0082626, 0.0892211, -0.0593049, 0.0270537, -0.0321327, 0.0939627, 0.0358103, 0.0289515, -0.0015613, 0.0115656, -0.0017526, 0.0320878, 0.1118572, -0.0162296, -0.0081056, -0.1121378, -0.0875477, 0.0020615, -0.0022636, -0.0213154, -0.0950989, -0.0, -0.0214532, -0.0726939, -0.0015383, 0.028566, -0.0424424, 0.0113458, 0.0400588, 0.0022697, -0.0117316, 0.0497449, 0.0167514, -0.005095, -0.0978936, -0.00068, 0.0103055, -0.0576374, 0.0032938, 0.0759933, 0.0075141, -0.0756777, 0.0199331, 0.0514351, 0.0204351, -0.0246659, 0.040101, -0.0103146, 0.0170014, 0.0364885, -0.0140296, 0.0303037, -0.0947524, 0.0008308, 0.0540762, -0.0764414, -0.044346, 0.0567411, -0.0150693, -0.0114077, 0.0247995, -0.0048342, -0.0037144, -0.057022, -0.0367929, -0.0140725, 0.0198514, -0.0268862, 0.0347057, 0.0434946, 0.1061407, -0.0230804, 0.0014649, -0.0358854, 0.0415335, -0.0184652, 0.0885831, 0.0633866, -0.0257054, -0.0586827, -0.0231104, -0.0019366, 0.0416652, -0.0797103, -0.0691391, 0.0492969]",5.19065,7.380383,5,Insurance / Fintech / Fintech Insurance / Powered,umap
Arlo Industries,"Track drones and missiles without radars - Accurate, Passive, Scalable","San Francisco, CA, USA",Industrials Defense,"Track drones and missiles without radars - Accurate, Passive, Scalable. Sector: Industrials Defense. Location: San Francisco, CA, USA",sentence-transformers/all-MiniLM-L6-v2,"[0.0638145, -0.0381863, -0.0548758, 0.0049799, 0.0807792, 0.0167087, -0.026138, -0.0861531, -0.0791438, 0.0913861, 0.0483922, -0.0127311, 0.0671071, -0.0130121, 0.0058682, 0.0150206, 0.063504, -0.043386, 0.0233643, -0.0123378, -0.0353026, 0.0476791, 0.0458417, 0.0223457, -0.0643867, 0.0619557, -0.0101837, -0.0175073, -0.1664025, -0.0672816, 0.0055606, 0.027532, -0.006355, 0.0540067, 0.0479937, -0.0301715, 0.0690921, 0.0034026, 0.0895057, 0.0008082, 0.0080519, 0.0259406, 0.061528, -0.0215191, -0.0504591, -0.0136095, 0.0281618, -0.0465095, 0.0080649, -0.0260037, -0.0328139, -0.018063, 0.044576, 0.0472438, 0.0094021, 0.0192916, 0.0128678, 0.0256464, 0.0151012, -0.0246871, -0.0272509, -0.0833353, 0.0029012, -0.0510245, -0.0645293, -0.0050369, 0.0002621, 0.0884085, 0.047867, -0.0125053, 0.0311543, 0.0385928, 0.0112427, 0.0045683, 0.0370569, 0.0014112, 0.1127837, 0.020144, 0.0739172, -0.0834243, 0.0184768, -0.0596103, -0.0969404, 0.0420039, -0.0098493, 0.0196743, -0.038015, 0.0207005, 0.1187385, -0.0221178, -0.0620147, -0.0272211, -0.0114684, -0.037915, 0.0164809, -0.0453442, 0.0564639, -0.0655803, -0.0341324, 0.0161128, 0.0692532, -0.0618918, -0.0449077, 0.019688, -0.0789226, -0.0174217, -0.053886, 0.0537463, -0.0011594, 0.0111162, 0.0636215, -0.0021475, -0.0868459, 0.0104056, -0.040777, -0.0005348, 0.0121924, 0.0359149, -0.0060458, -0.0174166, -0.0454814, -0.0593963, 0.0099818, 0.0129239, 0.0907955, 0.0784327, -0.0632404, -0.0, -0.0412601, 0.0299106, 0.0019754, -0.0326854, -0.0272157, -0.0235489, -0.0200846, 0.0471789, 0.0564822, 0.0275838, -0.0369819, 0.0444938, -0.0092174, 0.0824434, 0.0754845, -0.0781557, 0.0060457, 0.0076646, -0.0197244, 0.0039551, -0.0584846, -0.0492907, -0.0376418, -0.0233606, 0.1164625, 0.0082672, -0.0421854, 0.053029, 0.0184418, 0.0417805, 0.0218836, 0.0995031, 0.004557, 0.0359854, 0.0296339, 0.0121905, -0.0725485, -0.0220674, -0.0412973, -0.0071538, 0.0405639, 0.0102551, -0.0221789, -0.0408544, 0.0429955, -0.0576792, -0.0275042, 0.0169, 0.0245697, -0.050081, -0.0184002, 0.0661081, -0.0263626, -0.1148147, 0.0532983, -0.0220367, -0.0028972, -0.0325468, 0.040921, 0.0268123, 0.0058784, 0.0180614, -0.0236719, -0.0309166, -0.0313401, -0.0293811, 0.0424436, 0.0778104, 0.0397696, 0.0725102, 0.0423273, -0.0220514, 0.1016809, 0.0292288, -0.009681, 0.018854, -0.0749868, 0.0934348, 0.0570131, -0.0340216, -0.0933267, 0.0261028, 0.00224, 0.1071785, 0.0624701, 0.0153962, -0.0397731, -0.0330093, -0.0456929, 0.0069108, -0.1016373, 0.0295996, -0.0574812, 0.037663, -0.064407, 0.0, -0.048872, 0.0878743, 0.0237702, 0.0208955, -0.1263781, 0.0048727, 0.0162589, -0.018972, 0.0169718, 0.0608711, -0.1360341, 0.0060956, -0.0315533, -0.0181567, 0.049115, -0.0115503, 0.0263701, -0.0367063, -0.019139, -0.0991452, 0.0169328, -0.099495, 0.045494, -0.017936, 0.0006727, -0.0040196, -0.0300815, 0.00435, 0.0047527, -0.0600761, -0.021541, -0.1178073, 0.0492917, 0.0061237, -0.0018131, -0.0057705, 0.0070541, 0.0033136, 0.0093746, -0.0613843, -0.0343654, 0.0295179, -0.011324, 0.009038, -0.0920615, -0.0515069, 0.0249753, 0.1273439, -0.0473511, -0.0233279, -0.0052673, -0.0033184, -0.0494929, 0.0153183, -0.0475553, 0.1088897, 0.0361882, 0.0368102, -0.0073593, -0.0089946, -0.0287084, 0.0130713, -0.0502567, 0.0902268, -0.0208464, 0.0350803, 0.0449721, 0.0409126, -0.003866, 0.0754334, 0.095112, 0.0474128, -0.0213264, 0.0004354, -0.100952, 0.0133774, -0.0774509, -0.0266352, -0.0411719, 0.0304687, 0.070555, -0.0484655, -0.0976401, -0.0032431, -0.0014391, 0.1371798, 0.0117915, -0.0990243, -0.0100554, 0.0279956, -0.0710169, -0.0333691, -0.0305092, 0.0058739, -0.0931159, -0.0, -0.0278231, 0.0229487, 0.0030549, 0.0039668, -0.0044161, 0.0660982, 0.0498596, 0.0075669, 0.0403603, -0.0287672, -0.0150051, -0.1279607, -0.0343795, 0.0593337, -0.0245628, -0.0479697, -0.0161014, -0.0006008, -0.0427602, -0.0078253, -0.0586404, 0.0679209, -0.1149352, 0.0408403, -0.0068369, 0.0351367, -0.0541177, -0.0172917, 0.0493214, 0.1039642, -0.0284984, -0.0210271, 0.0040277, 0.0048878, 0.0186439, 0.0223674, 0.0245508, -0.0677995, -0.0211519, -0.0041911, 0.0087745, 0.0048076, -0.0451767, 0.0291183, 0.0345091, -0.03943, -0.0418806, -0.1024672, -0.0302966, -0.0007027, 0.0517343, 0.0321819, -0.026521, 0.0597504, -0.0025246, 0.1003259, 0.0651004, -0.212457, -0.010656, 0.1294448, 0.0386023, -0.0360496, -0.056621, 0.0734195]",6.224942,10.542033,2,Defense / Drones / Defence / Defence Defense,umap
